id,transcricao,confidence,duracao_segundos,atendente_id,data
909,"Claro, vou verificar isso para você imediatamente.",0.7494564697488147,283,AT003,2024-11-07
910,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6405264921598345,130,AT031,2024-11-21
911,"Claro, vou verificar isso para você imediatamente.",0.9481609376471128,461,AT041,2024-11-29
912,Obrigado por aguardar. Já localizei sua solicitação.,0.9149756555677452,441,AT002,2024-11-05
913,Seu protocolo é 123456. Alguma outra dúvida?,0.7554065233183629,385,AT036,2024-11-03
914,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9432689143106248,278,AT008,2024-11-02
915,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9423719141760736,216,AT043,2024-11-14
916,Obrigado por aguardar. Já localizei sua solicitação.,0.9123680227013606,509,AT001,2024-11-01
917,Seu protocolo é 123456. Alguma outra dúvida?,0.8309719827838947,202,AT010,2024-11-18
918,Seu protocolo é 123456. Alguma outra dúvida?,0.7643219344352108,56,AT021,2024-11-06
919,Obrigado por aguardar. Já localizei sua solicitação.,0.9262047092002046,218,AT011,2024-11-28
920,Seu protocolo é 123456. Alguma outra dúvida?,0.6980533251176223,545,AT043,2024-11-10
921,Obrigado por aguardar. Já localizei sua solicitação.,0.8713893606587753,463,AT047,2024-11-04
922,Obrigado por aguardar. Já localizei sua solicitação.,0.7921299418765927,81,AT026,2024-11-05
923,Obrigado por aguardar. Já localizei sua solicitação.,0.8138251419444671,393,AT035,2024-11-16
924,"Bom dia, como posso ajudar?",0.954817730826612,241,AT005,2024-11-14
925,"Bom dia, como posso ajudar?",0.7838737299169661,428,AT008,2024-11-14
926,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.607773326278212,383,AT022,2024-11-28
927,Obrigado por aguardar. Já localizei sua solicitação.,0.7217790111889836,457,AT035,2024-11-28
928,"Bom dia, como posso ajudar?",0.7617754935597958,408,AT035,2024-11-18
929,Obrigado por aguardar. Já localizei sua solicitação.,0.7626667619781735,521,AT037,2024-11-03
930,"Bom dia, como posso ajudar?",0.78179619930835,531,AT008,2024-11-24
931,Obrigado por aguardar. Já localizei sua solicitação.,0.6283174087706241,305,AT030,2024-11-20
932,"Bom dia, como posso ajudar?",0.8631319900416268,294,AT015,2024-11-17
933,"Claro, vou verificar isso para você imediatamente.",0.7561168508332242,548,AT042,2024-11-29
934,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8937484511360594,535,AT041,2024-11-19
935,Obrigado por aguardar. Já localizei sua solicitação.,0.8348153753078884,149,AT004,2024-11-18
936,"Bom dia, como posso ajudar?",0.7909741926117,45,AT048,2024-11-23
937,"Claro, vou verificar isso para você imediatamente.",0.6114463125929464,70,AT027,2024-11-10
938,"Claro, vou verificar isso para você imediatamente.",0.862360558791597,297,AT043,2024-11-30
939,"Bom dia, como posso ajudar?",0.7751209910937032,56,AT038,2024-11-07
940,Seu protocolo é 123456. Alguma outra dúvida?,0.9761867871076236,529,AT022,2024-11-13
941,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6844327722457751,187,AT041,2024-11-05
942,"Bom dia, como posso ajudar?",0.7509995038853432,291,AT003,2024-11-06
943,Obrigado por aguardar. Já localizei sua solicitação.,0.9528718456932934,52,AT050,2024-11-26
944,"Bom dia, como posso ajudar?",0.7437166575515521,399,AT020,2024-11-16
945,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6544787284723559,184,AT021,2024-11-17
946,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8384044576140626,375,AT004,2024-11-05
947,"Claro, vou verificar isso para você imediatamente.",0.9407082791314711,407,AT049,2024-11-15
948,"Claro, vou verificar isso para você imediatamente.",0.9299629689584974,154,AT029,2024-11-02
949,"Claro, vou verificar isso para você imediatamente.",0.905702405033439,421,AT046,2024-11-18
950,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6960259037238687,420,AT038,2024-11-14
951,"Bom dia, como posso ajudar?",0.8217965087006194,400,AT045,2024-11-28
952,"Claro, vou verificar isso para você imediatamente.",0.9032722131322408,185,AT002,2024-11-25
953,Obrigado por aguardar. Já localizei sua solicitação.,0.8368208916975393,465,AT012,2024-11-08
954,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6345627005162952,374,AT013,2024-11-26
955,"Claro, vou verificar isso para você imediatamente.",0.9543540098503596,417,AT020,2024-11-23
956,Seu protocolo é 123456. Alguma outra dúvida?,0.980513102070377,244,AT016,2024-11-13
957,Não tenho tempo para esse tipo de atendimento.,0.7700177868133624,501,AT049,2024-11-30
958,Obrigado por aguardar. Já localizei sua solicitação.,0.682038155934659,216,AT035,2024-11-09
959,"Bom dia, como posso ajudar?",0.9849567265966824,227,AT034,2024-11-24
960,Seu protocolo é 123456. Alguma outra dúvida?,0.6636130141178516,567,AT047,2024-11-14
961,Obrigado por aguardar. Já localizei sua solicitação.,0.8715020264185551,442,AT017,2024-11-14
962,Seu protocolo é 123456. Alguma outra dúvida?,0.9593692969712048,187,AT015,2024-11-14
963,Seu protocolo é 123456. Alguma outra dúvida?,0.6700551781223582,100,AT010,2024-11-19
964,"Bom dia, como posso ajudar?",0.6248157353447503,280,AT019,2024-11-25
965,"Bom dia, como posso ajudar?",0.9752202830277172,345,AT049,2024-11-06
966,"Vocês são todos iguais, sempre reclamando.",0.700366303321804,119,AT010,2024-11-03
967,Seu protocolo é 123456. Alguma outra dúvida?,0.7599525328507186,511,AT032,2024-11-23
968,"Vocês são todos iguais, sempre reclamando.",0.7853425750577105,309,AT005,2024-11-15
969,Seu protocolo é 123456. Alguma outra dúvida?,0.6740098441649586,36,AT002,2024-11-01
970,"Claro, vou verificar isso para você imediatamente.",0.6300033070851893,260,AT001,2024-11-18
971,Obrigado por aguardar. Já localizei sua solicitação.,0.6555338172762635,441,AT028,2024-11-29
972,"Bom dia, como posso ajudar?",0.8356722798698842,216,AT013,2024-11-22
973,"Claro, vou verificar isso para você imediatamente.",0.9420664121233238,103,AT016,2024-11-25
974,Seu protocolo é 123456. Alguma outra dúvida?,0.7522598188650563,426,AT033,2024-11-24
975,Seu protocolo é 123456. Alguma outra dúvida?,0.8501161906584069,320,AT014,2024-11-01
976,Seu protocolo é 123456. Alguma outra dúvida?,0.9297278545829122,383,AT028,2024-11-01
977,Seu protocolo é 123456. Alguma outra dúvida?,0.84573361515297,452,AT032,2024-11-06
978,Seu protocolo é 123456. Alguma outra dúvida?,0.6044147941341638,297,AT041,2024-11-25
979,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7968256414338549,366,AT035,2024-11-19
980,"Claro, vou verificar isso para você imediatamente.",0.7479913592758745,108,AT022,2024-11-19
981,"Bom dia, como posso ajudar?",0.6555919747341952,295,AT037,2024-11-09
982,"Claro, vou verificar isso para você imediatamente.",0.6514219493329502,406,AT028,2024-11-06
983,Obrigado por aguardar. Já localizei sua solicitação.,0.6692306939733464,123,AT027,2024-11-29
984,"Claro, vou verificar isso para você imediatamente.",0.8744412186744387,308,AT046,2024-11-06
985,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8748425977393184,453,AT043,2024-11-22
986,"Bom dia, como posso ajudar?",0.8930312515865397,127,AT012,2024-11-27
987,Seu protocolo é 123456. Alguma outra dúvida?,0.9601251556805264,188,AT023,2024-11-23
988,Obrigado por aguardar. Já localizei sua solicitação.,0.9512459729015637,275,AT031,2024-11-20
989,"Claro, vou verificar isso para você imediatamente.",0.9433734590397068,301,AT046,2024-11-14
990,"Bom dia, como posso ajudar?",0.6169719721785003,323,AT041,2024-11-05
991,Obrigado por aguardar. Já localizei sua solicitação.,0.725137446082956,459,AT020,2024-11-09
992,"Bom dia, como posso ajudar?",0.9309407102578466,424,AT030,2024-11-15
993,"Bom dia, como posso ajudar?",0.7223240855787573,115,AT048,2024-11-10
994,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6373900593250341,449,AT023,2024-11-06
995,"Bom dia, como posso ajudar?",0.9692767535549768,183,AT011,2024-11-07
996,Seu protocolo é 123456. Alguma outra dúvida?,0.6268313925233658,578,AT049,2024-11-23
997,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9802639661901668,291,AT037,2024-11-24
998,"Bom dia, como posso ajudar?",0.7363437359502267,552,AT050,2024-11-21
999,"Bom dia, como posso ajudar?",0.6202074048393209,329,AT002,2024-11-28
1000,"Você não entende nada, é muito burro.",0.8706994842001713,450,AT010,2024-11-25
